SetPoint [°C],Timestamp,Chamber temperature [°C],Reference temperature [°C],DUT temperature [°C]
0,"02.02.2021 15:37:12",-0.002,0.670000000000016,0.356510638297891
0,"02.02.2021 15:37:16",-0.001,0.660000000000025,0.356510638297891
0,"02.02.2021 15:37:20",-0.002,0.649999999999977,0.356510638297891
0,"02.02.2021 15:37:24",-0.002,0.629999999999995,0.292382978723424
0,"02.02.2021 15:37:28",-0.002,0.620000000000005,0.292382978723424
0,"02.02.2021 15:37:32",-0.002,0.610000000000014,0.292382978723424
0,"02.02.2021 15:37:35",-0.002,0.610000000000014,0.292382978723424
0,"02.02.2021 15:37:39",-0.002,0.600000000000023,0.292382978723424
0,"02.02.2021 15:37:43",-0.002,0.589999999999975,0.292382978723424
0,"02.02.2021 15:37:47",-0.002,0.569999999999993,0.292382978723424
0,"02.02.2021 15:37:51",-0.002,0.560000000000002,0.292382978723424
0,"02.02.2021 15:37:55",-0.002,0.560000000000002,0.292382978723424
0,"02.02.2021 15:37:59",-0.002,0.550000000000011,0.292382978723424
0,"02.02.2021 15:38:03",-0.001,0.54000000000002,0.292382978723424
0,"02.02.2021 15:38:07",-0.001,0.529999999999973,0.292382978723424
0,"02.02.2021 15:38:11",-0.002,0.519999999999982,0.228255319148957
0,"02.02.2021 15:38:15",-0.001,0.509999999999991,0.292382978723424
0,"02.02.2021 15:38:19",-0.002,0.5,0.292382978723424
0,"02.02.2021 15:38:22",-0.002,0.490000000000009,0.292382978723424
0,"02.02.2021 15:38:26",-0.002,0.480000000000018,0.228255319148957
0,"02.02.2021 15:38:30",-0.001,0.470000000000027,0.228255319148957
0,"02.02.2021 15:38:34",-0.002,0.470000000000027,0.292382978723424
0,"02.02.2021 15:38:38",-0.001,0.45999999999998,0.292382978723424
0,"02.02.2021 15:38:42",-0.001,0.449999999999989,0.228255319148957
0,"02.02.2021 15:38:46",-0.002,0.439999999999998,0.228255319148957
0,"02.02.2021 15:38:50",-0.001,0.439999999999998,0.228255319148957
0,"02.02.2021 15:38:54",-0.001,0.430000000000007,0.228255319148957
0,"02.02.2021 15:38:58",-0.001,0.420000000000016,0.228255319148957
0,"02.02.2021 15:39:02",-0.001,0.410000000000025,0.228255319148957
0,"02.02.2021 15:39:06",-0.001,0.410000000000025,0.228255319148957
0,"02.02.2021 15:39:10",-0.001,0.399999999999977,0.228255319148957
0,"02.02.2021 15:39:14",-0.001,0.389999999999986,0.228255319148957
0,"02.02.2021 15:39:17",-0.001,0.389999999999986,0.228255319148957
0,"02.02.2021 15:39:21",-0.002,0.379999999999995,0.228255319148957
0,"02.02.2021 15:39:25",-0.002,0.360000000000014,0.228255319148957
0,"02.02.2021 15:39:29",-0.001,0.360000000000014,0.228255319148957
0,"02.02.2021 15:39:33",-0.001,0.350000000000023,0.228255319148957
0,"02.02.2021 15:39:37",-0.001,0.350000000000023,0.228255319148957
0,"02.02.2021 15:39:41",-0.001,0.339999999999975,0.228255319148957
0,"02.02.2021 15:39:45",-0.001,0.329999999999984,0.228255319148957
0,"02.02.2021 15:39:49",-0.001,0.329999999999984,0.228255319148957
0,"02.02.2021 15:39:53",-0.001,0.319999999999993,0.228255319148957
0,"02.02.2021 15:39:57",-0.001,0.319999999999993,0.228255319148957
0,"02.02.2021 15:40:01",-0.001,0.300000000000011,0.228255319148957
0,"02.02.2021 15:40:05",-0.001,0.300000000000011,0.228255319148957
0,"02.02.2021 15:40:09",-0.001,0.300000000000011,0.228255319148957
0,"02.02.2021 15:40:12",-0.001,0.29000000000002,0.228255319148957
0,"02.02.2021 15:40:16",-0.001,0.29000000000002,0.228255319148957
0,"02.02.2021 15:40:20",-0.001,0.279999999999973,0.228255319148957
0,"02.02.2021 15:40:24",-0.001,0.279999999999973,0.228255319148957
0,"02.02.2021 15:40:28",-0.001,0.269999999999982,0.228255319148957
0,"02.02.2021 15:40:32",-0.001,0.269999999999982,0.228255319148957
0,"02.02.2021 15:40:36",-0.001,0.259999999999991,0.228255319148957
0,"02.02.2021 15:40:40",-0.001,0.259999999999991,0.228255319148957
0,"02.02.2021 15:40:44",-0.001,0.259999999999991,0.228255319148957
0,"02.02.2021 15:40:48",-0.001,0.25,0.228255319148957
0,"02.02.2021 15:40:52",-0.001,0.25,0.228255319148957
0,"02.02.2021 15:40:56",-0.001,0.240000000000009,0.228255319148957
0,"02.02.2021 15:41:00",0,0.240000000000009,0.16412765957449
0,"02.02.2021 15:41:03",0,0.240000000000009,0.228255319148957
0,"02.02.2021 15:41:07",-0.001,0.230000000000018,0.16412765957449
0,"02.02.2021 15:41:11",0,0.230000000000018,0.16412765957449
0,"02.02.2021 15:41:15",0,0.230000000000018,0.16412765957449
0,"02.02.2021 15:41:19",0,0.220000000000027,0.16412765957449
0,"02.02.2021 15:41:23",0,0.220000000000027,0.16412765957449
0,"02.02.2021 15:41:27",0,0.220000000000027,0.228255319148957
0,"02.02.2021 15:41:31",0,0.20999999999998,0.228255319148957
0,"02.02.2021 15:41:35",0,0.20999999999998,0.16412765957449
0,"02.02.2021 15:41:39",0,0.20999999999998,0.16412765957449
0,"02.02.2021 15:41:43",0,0.199999999999989,0.16412765957449
0,"02.02.2021 15:41:47",0,0.199999999999989,0.16412765957449
0,"02.02.2021 15:41:51",0,0.199999999999989,0.16412765957449
0,"02.02.2021 15:41:55",0,0.199999999999989,0.16412765957449
0,"02.02.2021 15:41:58",0,0.189999999999998,0.16412765957449
0,"02.02.2021 15:42:02",0,0.189999999999998,0.16412765957449
0,"02.02.2021 15:42:06",0,0.189999999999998,0.16412765957449
0,"02.02.2021 15:42:10",0,0.189999999999998,0.16412765957449
0,"02.02.2021 15:42:14",0,0.180000000000007,0.16412765957449
0,"02.02.2021 15:42:18",0,0.180000000000007,0.16412765957449
0,"02.02.2021 15:42:22",0,0.180000000000007,0.16412765957449
0,"02.02.2021 15:42:26",0,0.180000000000007,0.16412765957449
0,"02.02.2021 15:42:30",0,0.170000000000016,0.16412765957449
0,"02.02.2021 15:42:34",0,0.170000000000016,0.16412765957449
0,"02.02.2021 15:42:38",0,0.170000000000016,0.16412765957449
0,"02.02.2021 15:42:42",0,0.170000000000016,0.16412765957449
0,"02.02.2021 15:42:46",0,0.160000000000025,0.16412765957449
0,"02.02.2021 15:42:49",0,0.160000000000025,0.16412765957449
